story_id,level,chapter,theme_index,idea,shlokas,age_hint,verse_summaries_en,verse_summaries_te
"sk4_09","seekers","4","9","seeing the divine in sacrifice","4.37, 4.38, 4.39","8-10 years (deeper, can mention Arjuna/Krishna)","4.37: Just as a burning fire turns fuel to ashes, O Arjuna, so does the fire of knowledge turn all karmas to ashes. | 4.38: For there is no purifier equal to knowledge; he who is perfected in Karma Yoga finds this knowledge of his own accord in himself in due time. | 4.39: He who has faith, is intent on it, and has mastered his senses, attains knowledge. Having attained knowledge, he quickly goes to supreme peace.","4.37: Just as a burning fire turns fuel to ashes, O Arjuna, so does the fire of knowledge turn all karmas to ashes. | 4.38: For there is no purifier equal to knowledge; he who is perfected in Karma Yoga finds this knowledge of his own accord in himself in due time. | 4.39: He who has faith, is intent on it, and has mastered his senses, attains knowledge. Having attained knowledge, he quickly goes to supreme peace."
"sk4_10","seekers","4","10","wisdom and action together","4.40, 4.41","8-10 years (deeper, can mention Arjuna/Krishna)","4.40: The ignorant, the faithless, and the doubting one perish; for the doubting one, there is neither this world nor the one beyond, nor happiness. | 4.41: Actions do not bind him, O Arjuna, who has renounced them through Karma Yoga and whose doubts have been dispelled by knowledge, and who thus possesses a steady mind.","4.40: The ignorant, the faithless, and the doubting one perish; for the doubting one, there is neither this world nor the one beyond, nor happiness. | 4.41: Actions do not bind him, O Arjuna, who has renounced them through Karma Yoga and whose doubts have been dispelled by knowledge, and who thus possesses a steady mind."
"sk4_11","seekers","4","11","humility before teachers","4.41, 4.42","8-10 years (deeper, can mention Arjuna/Krishna)","4.41: Actions do not bind him, O Arjuna, who has renounced them through Karma Yoga and whose doubts have been dispelled by knowledge, and who thus possesses a steady mind. | 4.42: Therefore, sever, with the sword of knowledge, this doubt present in your heart resulting from ignorance concerning the Self. Practice this Yoga, O Arjuna, and arise.","4.41: Actions do not bind him, O Arjuna, who has renounced them through Karma Yoga and whose doubts have been dispelled by knowledge, and who thus possesses a steady mind. | 4.42: Therefore, sever, with the sword of knowledge, this doubt present in your heart resulting from ignorance concerning the Self. Practice this Yoga, O Arjuna, and arise."
"sk4_12","seekers","4","12","seeing the divine in sacrifice","4.1, 4.3","8-10 years (deeper, can mention Arjuna/Krishna)","4.1: The Lord said, ""I taught this imperishable Yoga to Vivasvan; Vivasvan taught it to Manu; Manu declared it to Iksvaku."" | 4.3: It is the same ancient Yoga that I am now teaching you, for you are My devotee and My friend. For, this is a supreme mystery.","4.1: The Lord said, ""I taught this imperishable Yoga to Vivasvan; Vivasvan taught it to Manu; Manu declared it to Iksvaku."" | 4.3: It is the same ancient Yoga that I am now teaching you, for you are My devotee and My friend. For, this is a supreme mystery."
"s5_01","seeds","5","1","peace through balanced action","5.2, 5.3","5-7 years (simple school/home analogies)","5.2: The Lord said, ""Renunciation of actions and Karma Yoga both lead to the highest excellence; however, of the two, Karma Yoga surpasses renunciation of actions."" | 5.3: He who neither hates nor desires, and is beyond the pairs of opposites, is to be understood as an ever-renouncer. Therefore, he is easily set free from bonda...","5.2: The Lord said, ""Renunciation of actions and Karma Yoga both lead to the highest excellence; however, of the two, Karma Yoga surpasses renunciation of actions."" | 5.3: He who neither hates nor desires, and is beyond the pairs of opposites, is to be understood as an ever-renouncer. Therefore, he is easily set free from bonda..."
"s5_02","seeds","5","2","letting go of ego","5.8, 5.9","5-7 years (simple school/home analogies)","5.8: The one who knows the truth and is devoted to yoga should think, ""I am not doing anything,"" even though they are seeing, hearing, touching, smelling, eating,... | 5.9: Speaking, discharging, grasping, opening, and closing his eyes, etc., he should always bear in mind that the senses operate among sense-objects.","5.8: The one who knows the truth and is devoted to yoga should think, ""I am not doing anything,"" even though they are seeing, hearing, touching, smelling, eating,... | 5.9: Speaking, discharging, grasping, opening, and closing his eyes, etc., he should always bear in mind that the senses operate among sense-objects."
"s5_03","seeds","5","3","seeing equally","5.17, 5.18","5-7 years (simple school/home analogies)","5.17: Those whose intellects pursue it, whose minds think about it, who undergo discipline for it, and who hold it as their highest object, have their impurities c... | 5.18: The sages look with an equal eye on one endowed with learning and humility, a Brahmana, a cow, an elephant, a dog, and a dog-eater.","5.17: Those whose intellects pursue it, whose minds think about it, who undergo discipline for it, and who hold it as their highest object, have their impurities c... | 5.18: The sages look with an equal eye on one endowed with learning and humility, a Brahmana, a cow, an elephant, a dog, and a dog-eater."
"s5_04","seeds","5","4","letting go of ego","5.24, 5.25","5-7 years (simple school/home analogies)","5.24: He whose joy is within, whose pleasure is within, and whose light is within—he is a yogin, who, having become Brahman, attains the bliss of Brahman. | 5.25: The sages, who are free from the pairs of opposites, whose minds are well subdued, and who are devoted to the welfare of all beings, become cleansed of all i...","5.24: He whose joy is within, whose pleasure is within, and whose light is within—he is a yogin, who, having become Brahman, attains the bliss of Brahman. | 5.25: The sages, who are free from the pairs of opposites, whose minds are well subdued, and who are devoted to the welfare of all beings, become cleansed of all i..."
"sk5_01","seekers","5","1","peace through balanced action","5.1, 5.2, 5.3","8-10 years (deeper, can mention Arjuna/Krishna)","5.1: Arjuna said, ""O Krsna, you praise the renunciation of actions, and then you also praise Karma Yoga. Please tell me with certainty which of these is the superior one, leading to the ultimate good. | 5.2: The Lord said, ""Renunciation of actions and Karma Yoga both lead to the highest excellence; however, of the two, Karma Yoga surpasses renunciation of actions."" | 5.3: He who neither hates nor desires, and is beyond the pairs of opposites, is to be understood as an ever-renouncer. Therefore, he is easily set free from bondage, O Arjuna.","5.1: Arjuna said, ""O Krsna, you praise the renunciation of actions, and then you also praise Karma Yoga. Please tell me with certainty which of these is the superior one, leading to the ultimate good. | 5.2: The Lord said, ""Renunciation of actions and Karma Yoga both lead to the highest excellence; however, of the two, Karma Yoga surpasses renunciation of actions."" | 5.3: He who neither hates nor desires, and is beyond the pairs of opposites, is to be understood as an ever-renouncer. Therefore, he is easily set free from bondage, O Arjuna."
"sk5_02","seekers","5","2","letting go of ego","5.7, 5.8, 5.9","8-10 years (deeper, can mention Arjuna/Krishna)","5.7: He who follows the Yoga and is pure in mind, who has subdued his self and has conquered his senses, and whose self has become the self of all beings, even while he is acting, remains untainted. | 5.8: The one who knows the truth and is devoted to yoga should think, ""I am not doing anything,"" even though they are seeing, hearing, touching, smelling, eating, moving, sleeping, and breathing. | 5.9: Speaking, discharging, grasping, opening, and closing his eyes, etc., he should always bear in mind that the senses operate among sense-objects.","5.7: He who follows the Yoga and is pure in mind, who has subdued his self and has conquered his senses, and whose self has become the self of all beings, even while he is acting, remains untainted. | 5.8: The one who knows the truth and is devoted to yoga should think, ""I am not doing anything,"" even though they are seeing, hearing, touching, smelling, eating, moving, sleeping, and breathing. | 5.9: Speaking, discharging, grasping, opening, and closing his eyes, etc., he should always bear in mind that the senses operate among sense-objects."
"sk5_03","seekers","5","3","seeing equally","5.16, 5.17, 5.18","8-10 years (deeper, can mention Arjuna/Krishna)","5.16: But for those in whom this ignorance is destroyed by the knowledge of the Self, that knowledge, in their case, is supreme and shines brightly like the sun. | 5.17: Those whose intellects pursue it, whose minds think about it, who undergo discipline for it, and who hold it as their highest object, have their impurities cleansed by knowledge and go from whence there is no return. | 5.18: The sages look with an equal eye on one endowed with learning and humility, a Brahmana, a cow, an elephant, a dog, and a dog-eater.","5.16: But for those in whom this ignorance is destroyed by the knowledge of the Self, that knowledge, in their case, is supreme and shines brightly like the sun. | 5.17: Those whose intellects pursue it, whose minds think about it, who undergo discipline for it, and who hold it as their highest object, have their impurities cleansed by knowledge and go from whence there is no return. | 5.18: The sages look with an equal eye on one endowed with learning and humility, a Brahmana, a cow, an elephant, a dog, and a dog-eater."
"sk5_04","seekers","5","4","peace through balanced action","5.19, 5.20","8-10 years (deeper, can mention Arjuna/Krishna)","5.19: Here itself, those whose minds rest in equanimity overcome samsara. For the Brahman (individual self), when uncontaminated by Prakriti, is the same everywhere; therefore, they abide in Brahman. | 5.20: He who knows Brahman (individual self) and abides in Brahman, whose mind is steadfastly focused on the self and undeluded by body consciousness—he neither rejoices at gaining what is pleasant nor grieves on obtaining what is unpleasant.","5.19: Here itself, those whose minds rest in equanimity overcome samsara. For the Brahman (individual self), when uncontaminated by Prakriti, is the same everywhere; therefore, they abide in Brahman. | 5.20: He who knows Brahman (individual self) and abides in Brahman, whose mind is steadfastly focused on the self and undeluded by body consciousness—he neither rejoices at gaining what is pleasant nor grieves on obtaining what is unpleasant."
"sk5_05","seekers","5","5","letting go of ego","5.22, 5.23","8-10 years (deeper, can mention Arjuna/Krishna)","5.22: For those pleasures that are born of contact are wombs of pain. They have a beginning and an end, O Arjuna; the wise do not rejoice in them. | 5.23: He who is able, even here, before being released from the body, to bear the impulse generated by desire and anger, he is a Yogin (competent for self-realisation); he is the happy man.","5.22: For those pleasures that are born of contact are wombs of pain. They have a beginning and an end, O Arjuna; the wise do not rejoice in them. | 5.23: He who is able, even here, before being released from the body, to bear the impulse generated by desire and anger, he is a Yogin (competent for self-realisation); he is the happy man."
"sk5_06","seekers","5","6","seeing equally","5.24, 5.25","8-10 years (deeper, can mention Arjuna/Krishna)","5.24: He whose joy is within, whose pleasure is within, and whose light is within—he is a yogin, who, having become Brahman, attains the bliss of Brahman. | 5.25: The sages, who are free from the pairs of opposites, whose minds are well subdued, and who are devoted to the welfare of all beings, become cleansed of all impurities and attain the bliss of Brahman.","5.24: He whose joy is within, whose pleasure is within, and whose light is within—he is a yogin, who, having become Brahman, attains the bliss of Brahman. | 5.25: The sages, who are free from the pairs of opposites, whose minds are well subdued, and who are devoted to the welfare of all beings, become cleansed of all impurities and attain the bliss of Brahman."
"sk5_07","seekers","5","7","peace through balanced action","5.26, 5.27","8-10 years (deeper, can mention Arjuna/Krishna)","5.26: To those who are free from desire and wrath, who are accustomed to exerting themselves, whose thoughts are controlled, and who have conquered it—the beatitude of Brahman is close at hand. | 5.27: Shutting off outward contacts, fixing the gaze between the eyebrows, realizing inward and outward breaths moving in the nostrils;","5.26: To those who are free from desire and wrath, who are accustomed to exerting themselves, whose thoughts are controlled, and who have conquered it—the beatitude of Brahman is close at hand. | 5.27: Shutting off outward contacts, fixing the gaze between the eyebrows, realizing inward and outward breaths moving in the nostrils;"
"sk5_08","seekers","5","8","letting go of ego","5.28, 5.29","8-10 years (deeper, can mention Arjuna/Krishna)","5.28: The sage who has controlled his senses, mind, and intellect, who is intent on release as his final goal, freed forever from desire, fear, and wrath, is indeed liberated forever. | 5.29: Knowing Me as the enjoyer of all sacrifices and austerities, as the Supreme Lord of all worlds, as the Friend of every being, he attains peace.","5.28: The sage who has controlled his senses, mind, and intellect, who is intent on release as his final goal, freed forever from desire, fear, and wrath, is indeed liberated forever. | 5.29: Knowing Me as the enjoyer of all sacrifices and austerities, as the Supreme Lord of all worlds, as the Friend of every being, he attains peace."
"s6_01","seeds","6","1","training the mind","6.5, 6.6","5-7 years (simple school/home analogies)","6.5: One should raise oneself by one's own mind and not allow oneself to sink; for the mind alone is the friend of the self, and the mind alone is the foe of the ... | 6.6: The mind is the friend of him by whom it has been conquered. But for him whose mind is not conquered, the mind, like an enemy, remains hostile.","6.5: One should raise oneself by one's own mind and not allow oneself to sink; for the mind alone is the friend of the self, and the mind alone is the foe of the ... | 6.6: The mind is the friend of him by whom it has been conquered. But for him whose mind is not conquered, the mind, like an enemy, remains hostile."
"s6_02","seeds","6","2","moderation in life","6.16, 6.17","5-7 years (simple school/home analogies)","6.16: Yoga is not for him who overeats, nor for him who fasts excessively; not for him, O Arjuna, who sleeps too much, nor for him who stays awake too long. | 6.17: Yoga becomes the destroyer of sorrows for those who are temperate in food and recreation, temperate in their actions, and temperate in their sleep and wakefu...","6.16: Yoga is not for him who overeats, nor for him who fasts excessively; not for him, O Arjuna, who sleeps too much, nor for him who stays awake too long. | 6.17: Yoga becomes the destroyer of sorrows for those who are temperate in food and recreation, temperate in their actions, and temperate in their sleep and wakefu..."
"s6_03","seeds","6","3","yoga as union","6.26, 6.27","5-7 years (simple school/home analogies)","6.26: Wherever the fickle and unsteady mind wanders, one should subdue it and then bring it back under the control of the self alone. | 6.27: For supreme happiness comes to the Yogin whose mind is at peace, who is free from evil, from whom Rajas has departed, and who has become the Brahman.","6.26: Wherever the fickle and unsteady mind wanders, one should subdue it and then bring it back under the control of the self alone. | 6.27: For supreme happiness comes to the Yogin whose mind is at peace, who is free from evil, from whom Rajas has departed, and who has become the Brahman."
"s6_04","seeds","6","4","training the mind","6.35, 6.36","5-7 years (simple school/home analogies)","6.35: The Lord said, ""The mind is indeed hard to subdue and fickle, O mighty-armed one, but, O son of Kunti, it can be brought under control through practice and t... | 6.36: In my opinion, Yoga is hard to attain by a person of an unrestrained mind; however, it can be attained through the right means by one who strives for it and ...","6.35: The Lord said, ""The mind is indeed hard to subdue and fickle, O mighty-armed one, but, O son of Kunti, it can be brought under control through practice and t... | 6.36: In my opinion, Yoga is hard to attain by a person of an unrestrained mind; however, it can be attained through the right means by one who strives for it and ..."
"s6_05","seeds","6","5","moderation in life","6.40, 6.41","5-7 years (simple school/home analogies)","6.40: The Lord said, ""Neither here in this world nor there in the next is there destruction for him. For no one who does good ever comes to an evil end."" | 6.41: He who has fallen away from Yoga is born again in the house of the pure and prosperous, having attained to the worlds of doers of good deeds and dwelled ther...","6.40: The Lord said, ""Neither here in this world nor there in the next is there destruction for him. For no one who does good ever comes to an evil end."" | 6.41: He who has fallen away from Yoga is born again in the house of the pure and prosperous, having attained to the worlds of doers of good deeds and dwelled ther..."
"s6_06","seeds","6","6","yoga as union","6.46, 6.47","5-7 years (simple school/home analogies)","6.46: Greater than the ascetics, greater than those who possess knowledge, greater than the ritualists is the Yogin. Therefore, O Arjuna, become a Yogin. | 6.47: He who, with faith, worships Me, and whose innermost self is fixed in Me, I consider him to be the greatest of the Yogins.","6.46: Greater than the ascetics, greater than those who possess knowledge, greater than the ritualists is the Yogin. Therefore, O Arjuna, become a Yogin. | 6.47: He who, with faith, worships Me, and whose innermost self is fixed in Me, I consider him to be the greatest of the Yogins."
"s6_07","seeds","6","7","training the mind","6.46, 6.47","5-7 years (simple school/home analogies)","6.46: Greater than the ascetics, greater than those who possess knowledge, greater than the ritualists is the Yogin. Therefore, O Arjuna, become a Yogin. | 6.47: He who, with faith, worships Me, and whose innermost self is fixed in Me, I consider him to be the greatest of the Yogins.","6.46: Greater than the ascetics, greater than those who possess knowledge, greater than the ritualists is the Yogin. Therefore, O Arjuna, become a Yogin. | 6.47: He who, with faith, worships Me, and whose innermost self is fixed in Me, I consider him to be the greatest of the Yogins."
"sk6_01","seekers","6","1","training the mind","6.1, 6.2","8-10 years (deeper, can mention Arjuna/Krishna)","6.1: The Lord said, ""He who performs works that ought to be done without seeking their fruits—he is a sannyasin and yogin, and not he who maintains no sacred fires and performs no actions."" | 6.2: That which is called Sannyasa (Jnana Yoga), know that to be Yoga (Karma Yoga), O Arjuna. For no one, among Karma Yogins, whose delusive identification of the body with the self has not been abandoned, becomes a true Karma Yogin.","6.1: The Lord said, ""He who performs works that ought to be done without seeking their fruits—he is a sannyasin and yogin, and not he who maintains no sacred fires and performs no actions."" | 6.2: That which is called Sannyasa (Jnana Yoga), know that to be Yoga (Karma Yoga), O Arjuna. For no one, among Karma Yogins, whose delusive identification of the body with the self has not been abandoned, becomes a true Karma Yogin."
"sk6_02","seekers","6","2","moderation in life","6.4, 6.5, 6.6","8-10 years (deeper, can mention Arjuna/Krishna)","6.4: For, when one loses attachment to the things of the senses and to actions, then they have abandoned all desires and are said to have climbed the heights of Yoga. | 6.5: One should raise oneself by one's own mind and not allow oneself to sink; for the mind alone is the friend of the self, and the mind alone is the foe of the self. | 6.6: The mind is the friend of him by whom it has been conquered. But for him whose mind is not conquered, the mind, like an enemy, remains hostile.","6.4: For, when one loses attachment to the things of the senses and to actions, then they have abandoned all desires and are said to have climbed the heights of Yoga. | 6.5: One should raise oneself by one's own mind and not allow oneself to sink; for the mind alone is the friend of the self, and the mind alone is the foe of the self. | 6.6: The mind is the friend of him by whom it has been conquered. But for him whose mind is not conquered, the mind, like an enemy, remains hostile."
"sk6_03","seekers","6","3","yoga as union","6.9, 6.10","8-10 years (deeper, can mention Arjuna/Krishna)","6.9: He who regards with an equal eye well-wishers, friends, foes, the indifferent, neutrals, the hateful, the relations, and even the good and the sinful—he excels. | 6.10: The yogin should constantly fix his mind on yoga, remaining in a solitary place all alone, controlling his thoughts and mind, free from desire and a sense of possession.","6.9: He who regards with an equal eye well-wishers, friends, foes, the indifferent, neutrals, the hateful, the relations, and even the good and the sinful—he excels. | 6.10: The yogin should constantly fix his mind on yoga, remaining in a solitary place all alone, controlling his thoughts and mind, free from desire and a sense of possession."
"sk6_04","seekers","6","4","training the mind","6.16, 6.17, 6.18","8-10 years (deeper, can mention Arjuna/Krishna)","6.16: Yoga is not for him who overeats, nor for him who fasts excessively; not for him, O Arjuna, who sleeps too much, nor for him who stays awake too long. | 6.17: Yoga becomes the destroyer of sorrows for those who are temperate in food and recreation, temperate in their actions, and temperate in their sleep and wakefulness. | 6.18: When the subdued mind rests solely on the Self, then, free from all yearning for objects of desire, one is said to be fit for Yoga.","6.16: Yoga is not for him who overeats, nor for him who fasts excessively; not for him, O Arjuna, who sleeps too much, nor for him who stays awake too long. | 6.17: Yoga becomes the destroyer of sorrows for those who are temperate in food and recreation, temperate in their actions, and temperate in their sleep and wakefulness. | 6.18: When the subdued mind rests solely on the Self, then, free from all yearning for objects of desire, one is said to be fit for Yoga."
"sk6_05","seekers","6","5","moderation in life","6.19, 6.20","8-10 years (deeper, can mention Arjuna/Krishna)","6.19: A lamp does not flicker in a windless place""—that is the simile used for the tranquil mind of a yogi who practices yoga. | 6.20: Where the mind, controlled through the practice of Yoga, rests, and where one sees the Self by the Self and is delighted by the Self alone.","6.19: A lamp does not flicker in a windless place""—that is the simile used for the tranquil mind of a yogi who practices yoga. | 6.20: Where the mind, controlled through the practice of Yoga, rests, and where one sees the Self by the Self and is delighted by the Self alone."
"sk6_06","seekers","6","6","yoga as union","6.26, 6.27, 6.28","8-10 years (deeper, can mention Arjuna/Krishna)","6.26: Wherever the fickle and unsteady mind wanders, one should subdue it and then bring it back under the control of the self alone. | 6.27: For supreme happiness comes to the Yogin whose mind is at peace, who is free from evil, from whom Rajas has departed, and who has become the Brahman. | 6.28: Thus, devoting himself to the Yoga of the Self, freed from impurities, the yogin easily attains the supreme bliss of contact with the Brahman.","6.26: Wherever the fickle and unsteady mind wanders, one should subdue it and then bring it back under the control of the self alone. | 6.27: For supreme happiness comes to the Yogin whose mind is at peace, who is free from evil, from whom Rajas has departed, and who has become the Brahman. | 6.28: Thus, devoting himself to the Yoga of the Self, freed from impurities, the yogin easily attains the supreme bliss of contact with the Brahman."
"sk6_07","seekers","6","7","training the mind","6.30, 6.31","8-10 years (deeper, can mention Arjuna/Krishna)","6.30: To him who sees Me in every self and every self in Me—I am not lost to him, nor is he lost to Me. | 6.31: The yogi who, fixed in oneness, worships Me dwelling in all beings—he abides in Me, no matter how he may live.","6.30: To him who sees Me in every self and every self in Me—I am not lost to him, nor is he lost to Me. | 6.31: The yogi who, fixed in oneness, worships Me dwelling in all beings—he abides in Me, no matter how he may live."
"sk6_08","seekers","6","8","moderation in life","6.32, 6.33","8-10 years (deeper, can mention Arjuna/Krishna)","6.32: He who, due to the similarity of selves everywhere, sees pleasure or pain as the same everywhere—that yogi, O Arjuna, is considered the closest. | 6.33: Arjuna said, ""O Krsna, this Yoga of reality, which You have declared, I do not see how it can be steady due to the fickleness of the mind.""","6.32: He who, due to the similarity of selves everywhere, sees pleasure or pain as the same everywhere—that yogi, O Arjuna, is considered the closest. | 6.33: Arjuna said, ""O Krsna, this Yoga of reality, which You have declared, I do not see how it can be steady due to the fickleness of the mind."""
"sk6_09","seekers","6","9","yoga as union","6.34, 6.35, 6.36","8-10 years (deeper, can mention Arjuna/Krishna)","6.34: For the mind is fickle, O Krsna, impetuous, powerful, and stubborn; I think that restraining it is as difficult as restraining the wind. | 6.35: The Lord said, ""The mind is indeed hard to subdue and fickle, O mighty-armed one, but, O son of Kunti, it can be brought under control through practice and the exercise of dispassion."" | 6.36: In my opinion, Yoga is hard to attain by a person of an unrestrained mind; however, it can be attained through the right means by one who strives for it and has a subdued mind.","6.34: For the mind is fickle, O Krsna, impetuous, powerful, and stubborn; I think that restraining it is as difficult as restraining the wind. | 6.35: The Lord said, ""The mind is indeed hard to subdue and fickle, O mighty-armed one, but, O son of Kunti, it can be brought under control through practice and the exercise of dispassion."" | 6.36: In my opinion, Yoga is hard to attain by a person of an unrestrained mind; however, it can be attained through the right means by one who strives for it and has a subdued mind."
"sk6_10","seekers","6","10","training the mind","6.37, 6.38","8-10 years (deeper, can mention Arjuna/Krishna)","6.37: Arjuna said, ""If a person who is possessed of faith but has put in only inadequate effort finds his mind wandering away from Yoga, and then fails to attain perfection—what way does he go, O Krishna?"" | 6.38: Without any support, confused in the path leading to the Brahman, and thus having fallen from both, does he not perish, O mighty-armed one, like a rent cloud?","6.37: Arjuna said, ""If a person who is possessed of faith but has put in only inadequate effort finds his mind wandering away from Yoga, and then fails to attain perfection—what way does he go, O Krishna?"" | 6.38: Without any support, confused in the path leading to the Brahman, and thus having fallen from both, does he not perish, O mighty-armed one, like a rent cloud?"
"sk6_11","seekers","6","11","moderation in life","6.40, 6.41, 6.42","8-10 years (deeper, can mention Arjuna/Krishna)","6.40: The Lord said, ""Neither here in this world nor there in the next is there destruction for him. For no one who does good ever comes to an evil end."" | 6.41: He who has fallen away from Yoga is born again in the house of the pure and prosperous, having attained to the worlds of doers of good deeds and dwelled there for many long years. | 6.42: Or he is born into a family of wise yogis. But such a birth in this world is rare.","6.40: The Lord said, ""Neither here in this world nor there in the next is there destruction for him. For no one who does good ever comes to an evil end."" | 6.41: He who has fallen away from Yoga is born again in the house of the pure and prosperous, having attained to the worlds of doers of good deeds and dwelled there for many long years. | 6.42: Or he is born into a family of wise yogis. But such a birth in this world is rare."
"sk6_12","seekers","6","12","yoga as union","6.46, 6.47","8-10 years (deeper, can mention Arjuna/Krishna)","6.46: Greater than the ascetics, greater than those who possess knowledge, greater than the ritualists is the Yogin. Therefore, O Arjuna, become a Yogin. | 6.47: He who, with faith, worships Me, and whose innermost self is fixed in Me, I consider him to be the greatest of the Yogins.","6.46: Greater than the ascetics, greater than those who possess knowledge, greater than the ritualists is the Yogin. Therefore, O Arjuna, become a Yogin. | 6.47: He who, with faith, worships Me, and whose innermost self is fixed in Me, I consider him to be the greatest of the Yogins."
"sk6_13","seekers","6","13","training the mind","6.1, 6.3","8-10 years (deeper, can mention Arjuna/Krishna)","6.1: The Lord said, ""He who performs works that ought to be done without seeking their fruits—he is a sannyasin and yogin, and not he who maintains no sacred fires and performs no actions."" | 6.3: Action is said to be the means for the sage who seeks to climb the heights of Yoga; but when he has climbed the heights of Yoga, tranquility is said to be the means.","6.1: The Lord said, ""He who performs works that ought to be done without seeking their fruits—he is a sannyasin and yogin, and not he who maintains no sacred fires and performs no actions."" | 6.3: Action is said to be the means for the sage who seeks to climb the heights of Yoga; but when he has climbed the heights of Yoga, tranquility is said to be the means."
"s7_01","seeds","7","1","material and spiritual energy","7.7, 7.8","5-7 years (simple school/home analogies)","7.7: There is nothing higher than Me, O Arjuna. All this is strung on Me, like rows of gems on a thread. | 7.8: I am the taste in the waters, O Arjuna! I am the light in the sun and the moon; the sacred syllable Om in all the Vedas; sound in the ether; and manhood in m...","7.7: There is nothing higher than Me, O Arjuna. All this is strung on Me, like rows of gems on a thread. | 7.8: I am the taste in the waters, O Arjuna! I am the light in the sun and the moon; the sacred syllable Om in all the Vedas; sound in the ether; and manhood in m..."
"s7_02","seeds","7","2","four kinds of seekers","7.14, 7.15","5-7 years (simple school/home analogies)","7.14: (a) For this divine Maya or Mine, consisting of the three Gunas (assumed for purposes of sport), is hard to overcome. ৷৷ (b) ৷৷ But those who take refuge in ... | 7.15: The evil-doers, the foolish, the lowest of men, those persons deprived of knowledge by delusion (Maya) and those who are dominated by a demoniac nature - the...","7.14: (a) For this divine Maya or Mine, consisting of the three Gunas (assumed for purposes of sport), is hard to overcome. ৷৷ (b) ৷৷ But those who take refuge in ... | 7.15: The evil-doers, the foolish, the lowest of men, those persons deprived of knowledge by delusion (Maya) and those who are dominated by a demoniac nature - the..."
"s7_03","seeds","7","3","surrender to the Supreme","7.16, 7.17","5-7 years (simple school/home analogies)","7.16: Four types of men of good deeds worship Me, O Arjuna: the distressed, the seekers of knowledge, the seekers of wealth, and the men of knowledge. | 7.17: Of these, the man of knowledge, who is ever with Me in Yoga and devoted to the One only, is the foremost; for I am very dear to the man of knowledge, and he ...","7.16: Four types of men of good deeds worship Me, O Arjuna: the distressed, the seekers of knowledge, the seekers of wealth, and the men of knowledge. | 7.17: Of these, the man of knowledge, who is ever with Me in Yoga and devoted to the One only, is the foremost; for I am very dear to the man of knowledge, and he ..."
"s7_04","seeds","7","4","material and spiritual energy","7.28, 7.29","5-7 years (simple school/home analogies)","7.28: But those who have done good deeds, whose sins have come to an end, are freed from the delusion of the pairs of opposites. They steadfastly worship Me, adher... | 7.29: Those who take refuge in Me and strive for deliverance from old age and death, know Brahman (or the Self) and all about the nature of that Self, and the enti...","7.28: But those who have done good deeds, whose sins have come to an end, are freed from the delusion of the pairs of opposites. They steadfastly worship Me, adher... | 7.29: Those who take refuge in Me and strive for deliverance from old age and death, know Brahman (or the Self) and all about the nature of that Self, and the enti..."
"sk7_01","seekers","7","1","material and spiritual energy","7.1, 7.2, 7.3","8-10 years (deeper, can mention Arjuna/Krishna)","7.1: The Lord said, ""With your mind focused on Me, taking Me as your support, and practicing yoga—how can you, without doubt, know Me fully? Hear, O Arjuna."" | 7.2: I will declare to you in full this knowledge of God, along with the knowledge that makes it distinguished, knowing which nothing else remains to be known. | 7.3: Among thousands of men, some strive for perfection; even among those who strive for perfection, only some know Me; and among those who know Me, only some truly know Me.","7.1: The Lord said, ""With your mind focused on Me, taking Me as your support, and practicing yoga—how can you, without doubt, know Me fully? Hear, O Arjuna."" | 7.2: I will declare to you in full this knowledge of God, along with the knowledge that makes it distinguished, knowing which nothing else remains to be known. | 7.3: Among thousands of men, some strive for perfection; even among those who strive for perfection, only some know Me; and among those who know Me, only some truly know Me."
"sk7_02","seekers","7","2","four kinds of seekers","7.7, 7.8, 7.9","8-10 years (deeper, can mention Arjuna/Krishna)","7.7: There is nothing higher than Me, O Arjuna. All this is strung on Me, like rows of gems on a thread. | 7.8: I am the taste in the waters, O Arjuna! I am the light in the sun and the moon; the sacred syllable Om in all the Vedas; sound in the ether; and manhood in men, I am. | 7.9: I am the pure scent in the earth; I am the radiance in the fire; I am the life-force in all beings, and austerity in ascetics.","7.7: There is nothing higher than Me, O Arjuna. All this is strung on Me, like rows of gems on a thread. | 7.8: I am the taste in the waters, O Arjuna! I am the light in the sun and the moon; the sacred syllable Om in all the Vedas; sound in the ether; and manhood in men, I am. | 7.9: I am the pure scent in the earth; I am the radiance in the fire; I am the life-force in all beings, and austerity in ascetics."
